email_length,num_links,num_special_chars,sender_reputation,has_attachment,is_spam
641,3,16,50,0,1
636,3,21,45,1,1
743,2,12,49,0,1
729,0,8,16,0,1
590,1,17,49,0,1
472,3,15,70,1,1
657,4,18,57,1,1
936,1,19,17,0,1
648,0,16,75,1,0
555,2,10,5,0,1
680,3,13,71,0,1
689,1,15,40,0,1
687,3,10,22,0,1
805,0,14,38,1,1
657,2,9,59,1,1
798,0,20,47,1,1
634,5,23,45,0,1
826,1,19,55,0,1
781,0,13,44,1,1
738,1,15,36,1,1
718,1,19,28,1,1
945,2,11,29,0,1
761,0,24,61,0,1
472,1,14,44,0,1
636,4,10,61,0,1
560,2,16,44,0,1
909,3,14,39,0,1
787,1,23,88,0,1
904,5,18,32,0,1
486,2,19,52,0,1
765,2,17,71,0,1
395,1,15,47,1,1
361,2,10,50,0,1
540,1,15,38,0,1
826,2,15,60,0,1
451,2,15,12,0,1
597,1,16,44,1,1
778,2,17,45,0,1
726,2,15,70,1,1
932,3,16,21,0,1
600,2,9,25,0,1
533,4,9,41,1,1
435,2,19,39,0,1
544,2,24,71,0,1
434,2,17,42,0,1
330,1,13,62,0,0
894,1,15,35,0,1
607,1,16,42,1,1
988,0,18,52,0,1
474,1,16,59,0,1
535,0,12,41,0,1
483,3,15,65,1,1
503,1,20,28,0,1
731,1,11,23,0,1
684,1,23,51,0,1
731,6,24,68,1,1
801,2,21,47,0,1
766,6,16,28,0,1
448,1,15,59,0,0
521,2,16,41,0,1
618,3,11,43,0,1
1159,4,20,31,0,1
715,1,13,67,0,1
616,2,13,63,0,1
700,1,13,36,0,1
509,1,17,52,0,1
639,5,22,54,0,1
743,1,18,54,0,1
595,3,18,60,0,1
486,2,17,45,0,1
588,2,14,26,0,1
552,1,10,25,0,1
396,0,12,63,0,0
514,3,14,25,0,1
391,4,11,68,0,1
414,2,15,45,1,1
428,3,18,39,0,1
743,2,14,37,0,1
823,3,13,36,0,1
369,0,14,63,0,0
837,3,16,61,0,1
431,2,18,40,1,1
712,2,10,38,1,1
638,5,14,54,0,1
695,3,19,47,1,1
425,1,13,40,0,1
328,1,15,36,1,1
479,2,15,55,0,1
664,2,23,63,0,1
893,2,10,39,0,1
445,3,11,60,0,1
585,1,13,46,1,1
487,3,13,47,0,1
597,0,16,41,0,1
310,2,18,44,1,1
824,2,16,29,0,1
603,1,15,36,1,1
737,2,13,54,0,1
565,5,11,32,0,1
628,0,13,44,1,1
769,2,17,61,0,1
619,2,19,17,1,1
625,2,20,34,0,1
480,3,18,63,0,1
519,2,27,46,1,1
448,3,20,32,0,1
489,3,14,26,0,1
787,1,21,46,0,1
871,1,16,45,0,1
412,2,14,47,1,1
659,4,15,48,1,1
552,2,18,54,0,1
809,1,10,50,1,1
620,4,21,51,0,1
598,1,13,28,1,1
488,1,13,45,0,1
370,3,12,33,0,1
714,3,14,82,0,1
652,1,13,50,0,1
656,1,8,32,1,1
510,2,13,33,1,1
578,4,17,23,1,1
718,2,21,39,0,1
747,3,25,46,0,1
423,3,17,41,0,1
504,2,13,60,0,1
391,4,13,45,0,1
630,2,24,47,0,1
732,2,17,58,1,1
558,0,17,29,0,1
500,1,14,54,0,1
549,1,14,58,0,1
945,3,14,27,0,1
778,3,16,52,0,1
709,2,14,46,1,1
648,4,14,84,0,1
598,2,18,46,0,1
464,0,21,62,0,0
440,2,11,56,0,1
514,1,16,38,0,1
456,1,8,26,1,1
508,4,8,66,0,1
584,3,17,55,0,1
596,0,18,66,1,1
506,3,15,48,0,1
674,2,16,54,0,1
571,0,19,49,0,0
632,2,22,61,0,1
488,1,12,52,0,1
703,2,14,82,0,1
519,3,15,71,0,1
841,2,12,39,0,1
566,1,11,30,0,1
585,4,23,61,0,1
689,0,11,29,0,1
721,4,12,53,0,1
737,2,18,78,0,1
866,2,20,45,0,1
699,3,17,29,0,1
589,2,9,54,0,1
520,4,16,58,0,1
579,3,15,26,0,1
822,0,14,60,1,1
391,3,20,56,0,1
477,2,15,60,0,1
567,1,21,36,0,1
475,1,17,31,0,1
538,1,17,54,1,1
870,7,20,68,0,1
555,3,16,53,0,1
661,4,17,94,0,1
351,0,15,63,0,0
434,3,10,66,0,1
739,2,21,22,0,1
850,3,13,44,0,1
633,5,7,47,1,1
554,1,13,85,1,1
674,0,15,63,0,0
210,1,12,46,1,1
634,0,22,34,1,1
443,2,13,48,1,1
719,2,8,70,0,1
271,2,20,32,0,1
505,1,15,44,0,1
593,3,16,49,0,1
485,3,14,27,0,1
543,2,16,56,0,1
735,4,14,54,0,1
596,3,12,67,0,1
460,1,14,71,0,0
741,3,15,49,0,1
637,6,14,71,1,1
643,2,13,33,0,1
466,3,17,47,0,1
217,1,12,36,0,1
464,2,15,41,0,1
448,1,15,69,1,1
508,3,15,53,0,1
473,3,12,63,0,1
616,1,12,69,0,1
732,1,13,79,1,1
761,4,12,32,0,1
725,2,17,66,0,1
465,4,12,46,0,1
608,2,16,48,0,1
834,2,14,73,0,1
362,1,16,54,0,0
802,3,8,46,0,1
450,1,16,53,0,1
644,3,13,49,0,1
661,1,14,52,0,1
628,3,17,82,0,1
934,1,18,60,0,1
554,2,13,39,0,1
354,1,14,72,0,0
653,2,13,41,0,1
574,1,15,51,0,1
683,5,13,46,0,1
732,3,16,34,1,1
594,6,18,57,1,1
665,1,18,36,1,1
621,3,17,73,0,1
868,3,20,62,1,1
544,1,13,51,0,1
496,0,16,27,0,1
732,1,10,45,0,1
460,2,14,21,0,1
658,1,10,41,0,1
574,1,13,41,0,1
584,0,15,56,0,0
965,2,12,50,0,1
785,0,20,28,1,1
753,0,13,70,0,0
679,0,12,49,1,1
496,0,13,31,0,1
639,2,14,41,0,1
687,0,14,34,1,1
629,3,11,42,0,1
614,5,11,44,1,1
540,2,10,38,1,1
641,1,13,50,1,1
521,3,19,51,0,1
705,4,15,52,0,1
297,3,15,39,0,1
803,3,16,73,1,1
403,3,13,36,0,1
439,2,15,51,1,1
661,3,11,54,0,1
680,4,23,35,0,1
911,3,16,39,0,1
644,2,11,52,0,1
593,1,13,57,0,1
628,0,16,51,0,0
838,1,21,51,0,1
963,1,12,60,0,1
572,2,17,28,0,1
681,2,11,54,0,1
588,3,18,56,1,1
585,2,14,50,0,1
881,2,10,60,0,1
461,3,12,31,0,1
249,1,11,49,0,0
647,3,12,38,0,1
780,2,14,54,1,1
632,0,11,44,1,1
675,0,9,26,0,1
712,1,17,49,0,1
616,3,11,58,0,1
683,3,17,49,1,1
680,0,22,44,0,1
306,3,15,40,0,1
617,1,16,64,1,1
364,2,21,56,0,1
594,2,17,62,0,1
525,1,15,45,0,1
755,3,13,86,0,1
636,1,12,68,0,1
670,4,14,41,0,1
571,3,13,61,1,1
757,1,15,46,0,1
360,2,8,47,0,1
465,2,11,65,0,1
792,2,22,45,0,1
534,4,15,47,0,1
278,2,20,72,1,1
817,1,21,29,1,1
761,1,11,32,0,1
706,1,15,71,1,1
614,2,15,35,1,1
849,0,16,38,0,1
788,0,14,53,1,1
832,1,15,35,0,1
704,1,16,54,0,1
618,2,8,50,1,1
540,5,16,55,0,1
409,2,14,57,0,1
675,3,19,45,0,1
687,4,10,28,0,1
547,7,12,46,0,1
692,2,15,37,0,1
550,0,15,26,1,1
730,0,12,49,0,1
467,3,17,43,1,1
441,1,15,58,1,1
563,0,19,72,0,0
724,1,16,64,0,1
426,0,14,38,0,0
757,1,12,39,0,1
353,2,17,42,0,1
562,2,10,28,0,1
388,4,9,68,0,1
208,7,19,40,0,1
654,0,11,49,0,1
573,2,18,52,1,1
390,1,16,61,1,1
522,1,19,75,0,0
666,1,17,72,1,1
544,1,19,52,1,1
570,2,9,27,1,1
540,0,21,36,0,1
512,1,16,71,1,1
510,2,11,47,1,1
506,1,13,60,1,1
487,5,22,55,0,1
447,2,20,25,0,1
543,3,12,14,1,1
504,1,13,61,0,0
439,2,19,60,0,1
714,0,14,36,0,1
784,0,12,54,0,1
599,5,21,51,0,1
609,3,13,33,0,1
496,2,13,17,0,1
760,3,19,25,1,1
860,0,13,41,0,1
575,3,11,48,0,1
521,1,11,26,0,1
651,2,9,62,0,1
619,3,20,60,0,1
524,2,14,80,0,1
670,3,16,51,0,1
740,1,17,41,0,1
482,2,19,45,0,1
981,1,15,62,0,1
370,2,28,23,0,1
472,2,13,16,0,1
635,1,9,30,1,1
937,2,27,40,0,1
515,3,13,48,0,1
440,2,13,75,1,1
682,2,22,74,0,1
562,3,15,42,0,1
699,1,16,68,1,1
589,1,24,47,0,1
471,1,19,29,0,1
952,4,18,39,1,1
156,4,25,30,1,1
873,1,18,57,0,1
739,3,9,48,0,1
488,0,14,59,0,0
880,1,17,48,0,1
394,0,13,32,1,1
751,2,10,71,0,1
287,1,21,23,0,1
428,0,21,55,0,0
427,2,13,33,1,1
487,2,21,48,1,1
601,3,25,41,1,1
476,2,18,41,1,1
294,1,15,66,0,0
669,5,12,53,0,1
607,4,14,59,0,1
661,2,24,34,0,1
625,0,14,74,0,0
743,5,21,29,1,1
588,2,14,55,0,1
751,4,13,39,0,1
483,1,14,49,0,1
492,2,13,44,0,1
806,1,15,61,0,1
803,2,15,50,0,1
686,4,7,66,0,1
466,1,12,44,1,1
454,1,16,47,0,1
799,2,18,50,0,1
790,2,17,76,1,1
590,7,23,30,0,1
951,2,12,37,0,1
668,1,17,52,1,1
433,2,9,30,0,1
558,3,25,28,1,1
600,1,14,75,0,0
612,3,17,24,0,1
787,2,21,43,0,1
456,1,15,55,0,1
400,1,11,58,0,0
690,2,15,64,0,1
523,3,14,52,0,1
963,2,21,48,1,1
741,3,16,52,0,1
521,2,24,46,0,1
781,1,16,57,0,1
709,3,14,33,0,1
695,2,13,29,0,1
581,2,16,43,1,1
663,1,15,56,0,1
284,7,13,61,0,1
797,4,7,45,0,1
84,3,14,53,0,1
533,1,11,51,0,1
360,3,10,55,0,1
524,2,19,50,0,1
588,6,16,53,0,1
420,3,14,54,1,1
183,2,18,60,0,0
631,2,12,37,0,1
912,0,19,55,0,1
547,1,14,50,0,1
743,2,13,35,1,1
825,1,16,57,0,1
314,5,16,50,1,1
531,1,16,55,1,1
408,4,14,52,0,1
479,0,10,61,0,0
855,1,14,42,1,1
633,2,11,48,0,1
718,2,15,83,0,1
593,2,18,41,1,1
418,2,22,51,0,1
701,0,14,53,1,1
787,1,10,75,0,1
647,2,7,59,1,1
673,4,23,38,1,1
414,5,16,49,0,1
706,1,20,44,1,1
801,2,8,35,0,1
660,1,18,66,0,1
330,3,14,74,0,1
845,2,22,72,0,1
458,1,13,37,0,1
658,2,11,44,0,1
742,1,9,74,0,1
761,0,16,32,1,1
329,0,23,26,0,1
617,2,12,57,0,1
607,0,11,51,1,1
815,3,11,34,1,1
668,1,15,37,0,1
817,2,9,73,0,1
680,0,12,48,1,1
588,0,14,46,0,1
629,1,17,49,0,1
828,2,8,68,0,1
405,0,14,63,0,0
735,0,13,59,0,0
505,2,17,23,1,1
473,3,13,31,0,1
753,2,17,66,1,1
467,3,8,70,0,1
656,2,19,42,0,1
526,0,15,47,0,0
246,1,15,74,1,0
671,1,19,41,0,1
618,0,20,57,1,1
313,3,13,27,0,1
495,1,14,33,1,1
328,6,14,42,0,1
709,2,10,42,1,1
808,0,19,43,0,1
727,4,12,55,1,1
748,3,14,49,0,1
522,1,16,46,0,1
682,2,17,44,0,1
598,3,21,40,0,1
627,3,14,47,0,1
743,4,15,58,0,1
776,1,12,64,0,1
541,2,17,52,0,1
388,3,14,52,0,1
571,0,14,58,0,0
567,1,20,60,0,1
642,2,18,46,0,1
724,3,14,42,0,1
312,2,16,31,1,1
499,4,14,6,1,1
455,3,26,56,0,1
787,1,16,35,0,1
568,0,12,60,0,0
523,0,14,47,1,1
680,2,23,62,0,1
511,2,14,49,1,1
597,4,30,72,0,1
872,1,21,80,0,1
867,2,8,43,0,1
538,2,8,24,0,1
572,0,19,69,0,0
507,1,16,58,0,1
311,3,26,40,1,1
755,2,21,47,1,1
963,2,21,56,1,1
533,0,13,69,1,0
477,2,18,25,1,1
559,1,11,38,1,1
612,2,22,50,0,1
429,3,17,24,1,1
531,0,18,63,0,0
752,0,22,36,0,1
619,4,18,69,1,1
790,1,20,64,1,1
654,2,14,42,1,1
436,2,10,63,0,1
513,0,16,27,0,1
637,3,17,57,1,1
431,2,16,64,0,1
412,3,14,55,1,1
421,1,16,56,0,0
677,2,17,46,0,1
545,1,15,34,0,1
777,1,8,77,0,1
465,1,16,12,1,1
231,2,12,73,1,1
580,3,15,42,0,1
847,1,17,44,0,1
605,1,14,46,0,1
394,1,15,48,0,1
356,6,22,37,0,1
779,1,12,78,0,1
478,1,18,93,0,0
831,0,16,37,0,1
698,4,11,57,1,1
484,3,14,40,0,1
775,5,15,43,0,1
461,2,13,46,0,1
382,1,19,42,0,1
469,4,14,50,0,1
715,5,18,67,0,1
770,3,18,74,0,1
540,2,10,63,0,1
319,2,13,69,1,1
366,4,22,53,0,1
439,1,12,50,1,1
405,1,18,64,1,1
639,2,16,52,0,1
890,2,12,81,1,1
719,1,19,48,1,1
430,2,20,54,1,1
495,0,28,30,0,1
525,1,12,75,0,0
658,5,21,46,1,1
835,0,16,23,0,1
529,0,16,52,0,0
830,2,25,50,1,1
915,2,17,71,0,1
547,5,16,55,1,1
543,4,18,61,0,1
545,3,10,30,0,1
609,2,15,55,1,1
546,3,16,61,0,1
732,4,15,32,0,1
367,0,13,47,0,0
519,0,14,30,0,1
649,5,14,49,0,1
730,1,15,70,0,1
929,0,14,40,0,1
406,2,21,40,0,1
502,4,11,73,1,1
260,1,11,34,0,1
433,3,20,19,1,1
334,3,21,54,1,1
521,3,10,49,0,1
565,4,13,78,0,1
670,4,17,31,0,1
555,2,4,34,1,1
670,2,16,41,0,1
617,2,21,36,1,1
445,3,11,54,0,1
347,0,10,45,0,0
687,3,10,24,0,1
846,1,14,71,0,1
980,1,19,57,1,1
740,2,9,45,1,1
818,3,11,46,1,1
669,2,12,54,0,1
645,1,21,44,0,1
616,1,19,63,0,1
584,1,10,15,0,1
691,3,10,29,0,1
521,4,22,48,0,1
577,1,10,29,0,1
423,1,10,19,0,1
671,1,11,43,1,1
456,1,6,53,1,1
605,3,13,51,0,1
675,5,12,22,0,1
687,3,9,45,0,1
715,5,21,40,0,1
568,3,11,49,1,1
672,3,15,39,0,1
527,0,20,34,1,1
304,3,17,52,0,1
679,1,13,39,0,1
644,2,10,67,0,1
751,4,14,47,0,1
596,3,14,42,1,1
359,3,14,18,0,1
586,2,16,44,0,1
732,2,14,53,1,1
671,0,20,46,1,1
577,2,15,81,1,1
350,3,10,59,0,1
446,2,11,47,0,1
671,0,23,27,0,1
350,4,18,50,0,1
552,2,20,56,0,1
605,0,19,51,0,0
772,2,12,39,1,1
692,0,16,30,1,1
744,3,17,38,1,1
645,2,12,52,0,1
473,2,15,55,1,1
507,2,15,40,0,1
460,3,18,70,0,1
688,3,14,28,0,1
495,0,17,57,0,0
540,5,13,53,0,1
603,2,13,60,0,1
846,0,9,51,1,1
698,2,13,45,1,1
484,0,21,56,0,0
622,0,18,47,1,1
847,1,21,66,0,1
692,3,12,53,1,1
360,1,20,44,0,1
462,5,16,46,0,1
451,3,24,44,0,1
816,0,11,75,0,0
788,2,17,37,0,1
506,5,20,59,0,1
503,2,12,56,0,1
606,3,11,24,0,1
611,3,15,77,0,1
455,5,21,71,0,1
562,0,11,70,0,0
381,4,18,60,1,1
790,2,17,44,0,1
335,4,12,47,1,1
334,0,9,54,0,0
665,3,17,60,0,1
414,1,12,21,0,1
524,2,7,43,1,1
609,1,15,46,0,1
701,1,13,35,1,1
566,1,13,37,0,1
866,2,19,59,0,1
599,0,11,58,0,0
778,1,16,52,0,1
641,4,20,61,1,1
919,2,18,33,0,1
758,0,7,50,1,1
606,2,18,27,0,1
694,3,18,81,0,1
560,3,15,54,0,1
559,1,8,38,1,1
404,1,15,41,0,1
478,3,10,15,1,1
909,1,15,46,1,1
419,3,19,40,1,1
501,2,18,73,1,1
585,2,12,44,0,1
590,0,19,62,0,0
657,1,19,43,1,1
529,5,26,62,0,1
666,0,16,64,0,0
771,1,14,57,0,1
789,4,13,69,1,1
559,3,19,65,0,1
691,0,18,50,0,1
428,2,19,28,0,1
491,2,19,54,1,1
423,4,20,88,0,1
593,2,14,82,1,1
471,4,19,53,1,1
371,2,16,43,0,1
542,5,13,84,1,1
340,1,15,46,0,1
799,3,18,48,0,1
516,0,14,69,0,0
747,2,11,67,1,1
526,0,12,43,0,0
420,0,17,48,1,1
776,2,12,43,0,1
613,4,10,52,0,1
883,0,8,38,1,1
530,1,24,55,1,1
533,2,14,44,1,1
750,1,14,57,0,1
751,2,15,65,0,1
623,3,14,59,0,1
1100,1,11,43,1,1
557,5,10,36,1,1
409,1,9,61,0,0
449,3,14,55,1,1
558,2,12,55,0,1
827,2,13,49,0,1
572,2,13,49,1,1
834,1,16,63,0,1
665,1,7,66,1,1
762,3,13,14,0,1
658,2,13,44,0,1
656,0,14,44,0,1
712,1,15,70,1,1
514,2,19,62,0,1
516,1,9,39,0,1
652,0,19,61,0,0
891,1,14,36,0,1
368,1,15,74,0,0
295,2,19,68,0,0
560,4,10,46,0,1
754,1,12,46,0,1
607,4,17,67,0,1
424,2,14,38,1,1
611,4,14,49,0,1
340,0,8,45,0,0
694,2,20,43,1,1
553,2,10,37,1,1
587,1,16,57,0,1
664,1,8,65,1,1
630,4,8,39,1,1
518,2,12,48,0,1
755,1,15,33,0,1
719,7,17,58,0,1
333,1,20,72,1,0
565,2,16,51,0,1
437,2,16,62,0,1
409,1,14,82,0,0
680,1,19,54,0,1
537,4,17,45,0,1
578,1,11,49,0,1
499,1,15,23,0,1
655,4,19,60,1,1
701,0,11,32,0,1
925,4,14,45,0,1
572,2,10,63,0,1
382,7,16,72,1,1
524,3,17,54,0,1
727,0,17,41,0,1
484,1,16,33,0,1
377,1,17,52,0,1
487,2,9,77,1,1
519,5,16,59,0,1
437,1,18,52,0,1
632,2,16,20,1,1
588,2,16,0,0,1
718,3,12,31,0,1
533,3,10,71,0,1
683,3,11,49,0,1
526,1,21,48,0,1
430,4,7,66,0,1
518,3,10,62,0,1
357,2,7,33,0,1
868,2,13,45,0,1
621,3,21,44,1,1
480,3,21,26,1,1
543,1,19,33,0,1
232,1,14,36,0,1
815,0,24,43,1,1
800,1,17,61,0,1
616,3,16,41,0,1
647,1,13,40,0,1
409,0,21,71,0,0
420,3,18,59,0,1
345,1,22,59,0,0
575,2,15,51,0,1
759,3,16,37,0,1
542,1,14,36,0,1
652,2,18,59,0,1
746,2,17,53,0,1
356,1,12,55,0,0
876,1,14,63,0,1
773,1,11,63,1,1
677,0,23,69,0,0
738,4,9,48,0,1
745,2,12,19,1,1
643,1,18,56,0,1
814,1,19,28,0,1
532,1,12,57,0,1
669,1,16,35,1,1
798,2,17,58,0,1
196,2,22,68,0,0
665,2,12,64,0,1
708,2,21,58,1,1
343,2,18,44,0,1
642,2,22,56,0,1
480,1,14,31,1,1
659,1,22,45,1,1
585,1,13,73,1,1
458,2,15,58,0,1
766,0,12,63,1,1
537,5,12,25,0,1
640,3,18,66,0,1
797,2,13,32,0,1
462,2,6,50,0,1
601,4,12,30,1,1
525,1,11,65,1,1
559,3,12,61,0,1
923,1,11,31,0,1
668,1,11,45,0,1
647,4,14,48,0,1
678,1,19,58,1,1
664,2,15,56,0,1
326,1,6,56,0,0
944,0,13,27,0,1
380,2,14,21,1,1
859,1,17,75,0,1
692,5,16,39,0,1
627,5,18,26,1,1
554,1,15,81,1,1
990,4,21,40,0,1
690,5,15,49,1,1
602,1,18,54,0,1
519,1,11,38,0,1
501,1,17,46,1,1
607,0,11,45,0,1
460,4,14,45,0,1
701,0,12,32,0,1
503,2,12,20,0,1
750,1,9,62,0,1
747,4,14,52,1,1
591,1,10,30,0,1
687,3,14,44,0,1
694,3,14,35,1,1
380,1,16,59,0,0
859,1,14,78,0,1
561,6,14,63,0,1
704,1,14,41,0,1
708,2,12,63,1,1
226,2,12,41,0,1
501,1,17,99,0,0
726,3,12,59,1,1
609,2,14,44,1,1
703,3,17,64,0,1
613,2,7,53,0,1
784,4,10,26,0,1
617,2,11,38,0,1
813,1,18,50,1,1
452,1,9,28,0,1
580,1,19,58,0,1
510,1,10,66,0,0
658,3,10,32,0,1
558,2,15,73,0,1
565,5,10,31,0,1
494,1,17,49,0,1
530,1,18,58,1,1
598,0,14,63,1,1
296,2,21,60,0,1
254,1,18,76,0,0
608,3,15,45,0,1
184,4,12,60,0,1
571,3,19,69,1,1
543,2,17,69,0,1
681,2,15,53,0,1
499,1,14,16,0,1
835,3,16,57,0,1
727,4,15,45,1,1
373,1,16,52,0,0
557,1,7,71,1,1
829,5,16,66,0,1
495,1,13,54,0,1
592,3,17,61,0,1
810,0,10,49,0,1
518,5,24,44,1,1
768,3,15,56,1,1
463,5,10,61,1,1
166,1,18,63,0,0
784,5,18,58,0,1
665,3,12,22,0,1
675,2,15,55,1,1
436,1,18,41,0,1
447,0,11,41,1,1
772,2,18,52,1,1
636,1,12,51,0,1
582,2,9,59,1,1
633,2,18,61,0,1
826,0,8,46,0,1
708,0,8,66,0,0
528,1,15,50,0,1
389,2,21,60,0,1
688,3,16,51,1,1
461,1,15,59,1,1
422,3,17,45,0,1
797,1,20,56,1,1
730,1,20,18,0,1
657,4,15,60,0,1
414,3,23,28,1,1
868,2,16,50,0,1
754,1,23,65,0,1
554,4,18,39,0,1
522,2,17,63,0,1
611,2,18,46,0,1
528,1,21,58,0,1
931,2,22,49,1,1
542,0,14,48,0,0
439,1,14,41,0,1
838,2,19,40,0,1
514,2,17,53,1,1
717,2,9,53,1,1
701,1,12,49,0,1
591,2,14,47,1,1
454,1,16,37,0,1
592,6,11,59,1,1
424,1,23,40,1,1
596,1,25,81,0,0
715,2,14,69,0,1
857,2,15,48,0,1
436,2,15,43,0,1
562,4,11,63,0,1
521,4,11,47,1,1
641,2,17,56,0,1
371,3,12,53,1,1
460,0,12,72,0,0
346,0,18,62,0,0
384,2,16,59,0,1
500,0,14,59,0,0
850,4,16,40,0,1
652,2,15,33,1,1
609,3,21,60,0,1
802,2,10,44,1,1
657,0,10,-16,0,1
671,1,14,40,0,1
529,1,12,31,0,1
504,0,13,7,1,1
403,7,16,43,0,1
509,3,16,52,0,1
557,1,11,43,0,1
651,2,12,38,1,1
594,1,12,46,0,1
545,3,26,39,0,1
463,1,10,77,0,0
659,1,20,82,1,1
525,0,11,61,1,0
653,1,20,84,0,0
313,1,6,60,0,0
650,3,16,35,0,1
712,0,17,22,0,1
692,3,19,52,0,1
570,6,12,59,0,1
737,2,22,40,0,1
409,3,14,31,1,1
586,0,8,38,0,1
570,5,10,24,0,1
755,0,21,52,0,1
296,2,13,65,0,0
441,1,18,57,0,1
862,3,15,50,0,1
235,4,11,47,1,1
722,2,14,36,0,1
494,4,21,56,0,1
638,3,12,38,1,1
812,2,13,30,1,1
643,1,19,76,0,0
815,2,14,59,1,1
526,3,13,57,0,1
545,2,13,46,0,1
718,1,16,34,0,1
534,2,16,35,0,1
689,0,10,38,0,1
777,2,16,19,0,1
730,1,13,68,0,1
363,2,18,29,0,1
548,3,13,49,0,1
642,6,15,30,1,1
563,1,13,48,0,1
611,1,19,50,0,1
644,2,14,68,1,1
521,2,18,30,0,1
570,5,13,68,0,1
422,1,9,73,0,0
528,1,20,54,0,1
370,3,18,71,0,1
617,2,19,30,0,1
571,2,16,53,1,1
462,3,17,50,1,1
867,0,17,53,1,1
563,2,16,69,0,1
642,2,15,71,1,1
504,2,22,60,0,1
537,1,23,27,1,1
648,1,14,44,0,1
550,4,10,46,0,1
600,2,17,53,0,1
721,1,18,60,0,1
522,3,8,56,1,1
400,3,13,62,0,1
371,4,12,60,0,1
815,2,10,44,0,1
739,2,15,58,1,1
698,5,16,59,1,1
534,3,12,92,0,1
400,0,16,50,1,1
557,1,12,49,0,1
585,1,13,66,1,1
430,1,14,67,0,0
379,1,25,60,0,0
340,1,17,35,1,1
698,3,18,42,0,1
419,1,22,46,0,1
646,4,16,52,1,1
540,3,13,57,0,1
688,0,18,35,0,1
650,1,13,43,1,1
565,4,9,44,0,1
619,1,13,58,0,1
583,1,17,59,1,1
507,3,12,75,1,1
747,1,22,62,0,1
536,1,15,15,0,1
586,2,17,47,0,1
387,2,16,71,0,1
641,1,13,29,1,1
508,3,18,74,0,1
528,5,17,63,0,1
474,3,12,58,0,1
581,5,17,61,1,1
299,1,22,47,1,1
702,3,17,65,0,1
594,3,18,41,1,1
529,3,15,55,1,1
367,1,7,59,1,1
664,2,14,54,0,1
504,5,17,72,1,1
795,4,13,64,1,1
672,2,16,29,1,1
830,1,16,45,1,1
620,5,20,51,1,1
761,5,14,56,0,1
669,1,16,50,0,1
532,0,17,56,0,0
628,1,23,56,0,1
474,1,17,40,0,1
910,3,15,61,0,1
584,4,20,70,0,1
603,1,19,51,1,1
658,3,19,22,0,1
436,4,15,36,0,1
798,2,10,60,0,1
446,2,13,17,1,1
412,1,14,45,1,1
575,4,11,52,0,1
408,2,24,47,0,1
834,2,14,48,0,1
565,2,18,18,1,1
116,2,14,47,0,0
629,1,12,86,0,0
683,2,17,44,1,1
536,3,18,45,0,1
396,3,13,59,0,1
584,2,18,51,1,1
527,0,17,35,0,1
453,1,18,44,0,1
440,1,14,60,0,0
623,1,16,67,0,1
735,3,16,48,0,1
669,2,14,56,0,1
340,4,19,83,0,1
692,3,16,44,1,1
715,5,9,52,0,1
809,2,14,54,0,1
457,0,14,41,0,0
591,1,11,49,0,1
685,0,20,46,0,1
520,0,15,70,0,0
682,0,17,38,0,1
596,2,17,83,1,1
473,2,14,7,0,1
485,1,13,67,0,0
787,2,19,42,0,1
450,1,19,55,0,1
424,1,14,53,0,1
651,0,14,51,0,0
595,1,18,32,1,1
403,2,20,59,1,1
522,3,18,75,1,1
477,0,15,83,0,0
503,2,14,73,0,1
978,2,16,-7,0,1
554,2,14,40,0,1
467,2,12,56,0,1
903,1,16,62,0,1
733,2,17,51,1,1
708,3,8,59,0,1
475,0,19,53,0,0
778,5,15,51,0,1
722,2,10,61,0,1
622,0,16,57,0,0
342,2,16,39,0,1
597,3,14,45,0,1
859,0,21,60,0,1
633,4,16,87,1,1
543,1,21,63,0,1
565,2,16,48,0,1
576,2,16,33,0,1
480,2,18,37,0,1
593,1,14,36,1,1
816,3,13,43,1,1
799,3,14,35,0,1
486,2,15,33,0,1
791,2,16,45,0,1
714,3,12,60,0,1
695,4,15,60,0,1
664,0,15,31,0,1
460,5,14,57,0,1
539,1,11,62,0,1
724,5,16,55,0,1
418,0,15,14,0,1
443,4,16,53,0,1
645,2,14,46,0,1
481,2,10,55,0,1
723,2,19,61,0,1
486,2,12,55,0,1
636,2,18,54,0,1
649,2,12,44,0,1
527,4,14,62,0,1
564,1,16,62,0,1
497,0,11,47,1,1
597,3,19,61,0,1
455,4,23,71,0,1
566,1,11,37,1,1
712,1,14,52,0,1
429,1,13,66,0,0
526,4,18,48,1,1
677,3,15,63,1,1
288,3,16,44,0,1
878,2,19,56,0,1
756,2,25,77,0,1
369,0,19,51,1,1
284,3,16,29,0,1
604,1,21,60,0,1
431,4,18,45,0,1
744,4,13,31,0,1
659,2,11,51,0,1
618,2,12,58,1,1
514,3,18,69,0,1
840,5,19,17,0,1
713,1,17,55,0,1
690,2,14,89,0,1
780,2,17,43,0,1
447,2,17,58,0,1
792,0,7,44,1,1
560,2,11,52,0,1
650,1,11,40,0,1
576,1,14,36,0,1
318,2,10,48,0,1
743,3,19,37,0,1
326,3,24,51,0,1
455,2,17,29,0,1
532,2,13,55,0,1
306,1,12,26,1,1
434,2,14,46,0,1
636,2,14,36,0,1
548,0,15,52,0,0
560,0,16,38,0,1
462,2,12,48,0,1
606,0,12,31,1,1
